Participant No.,Stimulus Orientation,Participant Response,Noise Level (Concentration of von Mises)
7,134,121,0.5
7,30,166,4
7,98,86,4
7,117,124,4
7,155,66,0.5
7,42,48,0.5
7,15,33,0.5
7,139,101,0.5
7,89,90,4
7,115,158,0.5
7,130,139,0.5
7,176,8,0.5
7,172,170,0.5
7,50,59,4
7,1,17,0.5
7,66,36,4
7,142,124,0.5
7,32,172,0.5
7,76,65,4
7,43,12,4
7,65,45,4
7,136,143,4
7,134,98,0.5
7,81,72,4
7,122,135,4
7,86,82,4
7,173,162,4
7,96,77,0.5
7,176,23,0.5
7,174,176,0.5
7,135,140,4
7,94,92,4
7,1,13,4
7,98,106,0.5
7,82,65,4
7,167,168,0.5
7,21,19,0.5
7,71,67,4
7,111,143,4
7,141,136,4
7,20,153,4
7,88,107,0.5
7,37,45,4
7,148,149,4
7,4,8,4
7,41,43,4
7,160,135,4
7,37,169,0.5
7,31,30,4
7,98,105,4
7,50,48,4
7,67,107,0.5
7,100,114,4
7,29,19,4
7,49,62,4
7,139,106,0.5
7,164,167,0.5
7,34,113,0.5
7,128,105,0.5
7,41,48,0.5
7,99,95,4
7,23,0,0.5
7,20,19,0.5
7,29,7,0.5
7,178,179,4
7,177,1,0.5
7,166,153,4
7,17,134,0.5
7,167,21,0.5
7,19,31,0.5
7,10,19,4
7,98,92,0.5
7,177,173,4
7,100,98,0.5
7,149,59,0.5
7,7,153,0.5
7,29,37,0.5
7,82,82,4
7,121,100,0.5
7,90,108,0.5
7,17,22,4
7,31,175,0.5
7,85,95,4
7,115,66,0.5
7,97,74,0.5
7,69,103,0.5
7,176,23,0.5
7,122,23,0.5
7,179,161,0.5
7,130,140,4
7,13,15,0.5
7,68,55,0.5
7,162,145,4
7,39,62,0.5
7,63,35,4
7,161,130,0.5
7,65,54,4
7,6,16,0.5
7,102,107,0.5
7,103,108,0.5
7,176,175,4
7,173,169,4
7,94,94,4
7,79,72,4
7,174,160,4
7,154,165,0.5
7,64,56,4
7,16,179,0.5
7,169,22,0.5
7,85,77,0.5
7,110,100,0.5
7,167,158,0.5
7,58,54,4
7,117,140,0.5
7,69,135,0.5
7,15,54,0.5
7,150,137,4
7,97,99,0.5
7,167,166,0.5
7,169,28,0.5
7,72,23,0.5
7,130,152,4
7,9,175,0.5
7,29,40,4
7,131,139,4
7,58,56,4
7,152,6,0.5
7,1,6,4
7,109,89,0.5
7,144,125,4
7,95,90,0.5
7,50,51,4
7,86,90,4
7,99,91,4
7,18,28,4
7,12,9,4
7,69,66,4
7,128,120,0.5
7,115,133,4
7,30,112,0.5
7,17,25,4
7,64,105,0.5
7,170,150,0.5
7,153,67,0.5
7,168,145,4
7,38,68,0.5
7,106,131,4
7,141,138,0.5
7,17,5,0.5
7,126,148,4
7,24,32,0.5
7,81,75,0.5
7,91,130,0.5
7,48,32,0.5
7,118,67,0.5
7,138,116,0.5
7,74,24,0.5
7,80,65,4
7,164,151,0.5
7,20,16,4
7,65,41,4
7,22,141,4
7,154,134,0.5
7,149,149,4
7,91,31,0.5
7,10,13,4
7,154,148,4
7,119,115,4
7,101,114,4
7,10,174,0.5
7,14,34,4
7,31,142,0.5
7,51,40,4
7,103,83,0.5
7,144,135,4
7,19,49,4
7,77,115,0.5
7,40,51,4
7,60,52,0.5
7,163,148,4
7,105,99,4
7,21,150,0.5
7,56,82,0.5
7,98,104,0.5
7,11,149,0.5
7,6,4,4
7,125,124,0.5
7,46,49,0.5
7,22,134,0.5
7,39,78,0.5
7,83,74,0.5
7,127,71,0.5
7,138,146,4
7,93,93,4
7,18,15,0.5
7,23,21,0.5
7,69,135,4
7,124,124,4
7,135,130,4
7,65,52,4
7,137,108,0.5
7,4,174,0.5
7,16,120,0.5
7,153,128,0.5
7,62,52,0.5
7,106,119,4
7,26,51,0.5
7,90,104,4
7,169,141,0.5
7,70,71,4
7,46,52,0.5
7,38,31,4
7,8,35,0.5
7,45,45,4
7,122,115,0.5
7,124,99,0.5
7,35,41,4
7,86,103,0.5
7,110,108,0.5
7,55,33,4
7,38,37,0.5
7,87,68,0.5
7,101,102,4
7,39,60,4
7,63,66,4
7,50,25,4
7,43,41,0.5
7,162,134,4
7,127,143,0.5
7,40,21,4
7,110,123,4
7,34,56,0.5
7,41,45,0.5
7,54,95,0.5
7,13,166,0.5
7,71,52,4
7,91,97,4
7,54,161,0.5
7,43,128,0.5
7,113,114,0.5
7,47,55,4
7,154,141,4
7,143,131,4
7,93,61,0.5
7,145,130,4
7,180,174,4
7,13,39,4
7,153,166,0.5
7,135,150,4
7,174,166,4
7,76,50,4
7,75,44,4
7,2,25,0.5
7,131,123,4
7,132,135,4
7,38,44,4
7,25,162,0.5
7,140,127,4
7,125,129,4
7,37,38,0.5
7,101,73,0.5
7,13,4,0.5
7,177,1,0.5
7,124,145,4
7,116,123,4
7,15,9,0.5
7,117,151,0.5
7,135,115,4
7,156,163,4
7,73,102,0.5
7,150,124,0.5
7,17,8,4
7,111,99,0.5
7,124,114,0.5
7,134,130,0.5
7,132,129,0.5
7,81,88,0.5
7,38,23,4
7,19,16,4
7,87,76,0.5
7,90,110,0.5
7,134,115,0.5
7,72,109,0.5
7,176,17,4
7,178,4,4
7,47,81,0.5
7,155,176,4
7,21,29,4
7,94,96,4
7,94,102,4
7,55,58,0.5
7,114,66,0.5
7,151,135,4
7,84,42,4
7,88,99,0.5
7,49,59,0.5
7,122,90,0.5
7,130,114,4
7,51,105,0.5
7,130,116,4
7,110,110,4
7,168,163,4
7,168,13,0.5
7,86,102,4
7,29,23,4
7,9,3,0.5
7,44,50,4
7,75,76,4
7,93,105,4
7,69,58,4
7,35,56,4
7,101,123,4
7,17,23,0.5
7,5,34,0.5
7,129,123,4
7,74,80,4
7,60,58,0.5
7,130,137,0.5
7,33,27,0.5
7,158,147,4
7,174,13,0.5
7,131,123,4
7,116,134,4
7,80,117,0.5
7,83,126,4
7,178,174,4
7,126,138,4
7,116,114,4
7,60,38,4
7,46,135,0.5
7,49,30,4
7,17,26,0.5
7,39,43,0.5
7,75,75,4
7,93,94,4
7,127,113,0.5
7,71,106,0.5
7,158,118,0.5
7,111,73,0.5
7,56,43,4
7,169,120,4
7,97,92,0.5
7,42,42,4
7,117,101,0.5
7,20,21,4
7,104,108,0.5
7,82,116,0.5
7,88,88,0.5
7,67,37,4
7,136,136,4
7,134,133,0.5
7,127,140,4
7,8,17,4
7,140,145,4
7,142,125,4
7,34,29,4
7,142,17,0.5
7,140,133,4
7,151,130,4
7,161,156,0.5
7,67,60,0.5
7,70,61,0.5
7,16,33,4
7,49,45,4
7,159,28,0.5
7,28,7,0.5
7,141,106,0.5
7,58,43,0.5
7,9,1,4
7,67,65,4
7,81,74,0.5
7,4,173,0.5
7,165,28,0.5
7,175,177,0.5
7,126,121,0.5
7,132,78,0.5
7,168,166,4
7,147,148,4
7,122,125,4
7,110,79,0.5
7,61,45,4
7,85,81,4
7,120,95,0.5
7,23,38,4
7,164,120,0.5
7,67,73,4
7,13,17,4
7,24,27,0.5
7,161,150,4
7,56,46,4
7,143,147,4
7,22,25,4
7,150,151,4
7,4,172,0.5
7,60,37,4
7,125,144,0.5
7,122,126,4
7,78,87,4
7,40,43,4
7,37,54,4
7,170,166,0.5
7,84,90,0.5
7,20,18,4
7,85,105,0.5
7,117,18,0.5
7,78,80,4
7,99,93,0.5
7,130,99,4
7,168,87,0.5
7,23,38,0.5
7,163,103,0.5
7,143,142,4
7,7,22,0.5
7,132,129,0.5
7,115,119,4
7,118,95,0.5
7,27,19,4
7,82,71,0.5
7,172,12,0.5
7,68,48,4
7,83,77,0.5
7,164,164,0.5
7,12,30,4
7,107,121,0.5
7,166,116,0.5
7,80,74,4
7,148,132,0.5
7,43,127,0.5
7,33,48,4
7,29,34,4
7,123,131,4
7,55,61,4
7,17,160,4
7,3,179,4
7,54,102,0.5
7,147,136,4
7,128,142,4
7,100,97,0.5
7,163,160,0.5
7,29,32,0.5
7,91,72,0.5
7,157,156,4
7,161,132,0.5
7,26,18,4
7,50,64,0.5
7,1,172,0.5
7,34,126,0.5
7,24,145,0.5
7,147,140,0.5
7,1,116,4
7,125,140,0.5
7,12,67,0.5
7,36,66,0.5
7,179,159,0.5
7,127,120,0.5
7,87,97,4
7,140,146,4
7,127,127,0.5
7,82,72,4
7,96,85,4
7,21,28,4
7,12,15,4
7,63,50,4
7,134,137,4
7,89,112,0.5
7,140,148,4
7,67,29,0.5
7,164,133,4
7,47,36,4
7,147,153,0.5
7,95,61,0.5
7,88,76,4
7,159,20,4
7,14,7,4
7,164,167,4
7,7,6,0.5
7,1,10,4
7,21,32,4
7,43,146,0.5
7,163,170,0.5
7,125,133,4
7,127,155,0.5
7,33,34,4
7,100,89,0.5
7,14,15,4
7,161,130,4
7,175,5,4
7,85,83,4
7,89,84,0.5
7,41,122,4
7,94,95,4
7,104,115,0.5
7,147,153,4
7,15,9,4
7,116,102,4
7,62,108,0.5
7,105,104,4
7,66,71,0.5
7,89,100,0.5
7,168,155,0.5
7,89,28,0.5
7,134,140,0.5
7,53,47,4
7,1,178,4
7,53,131,0.5
7,175,179,4
7,180,178,0.5
7,41,88,0.5
7,97,124,4
7,40,19,4
7,7,35,4
7,149,133,4
7,53,133,0.5
7,82,85,4
7,50,46,0.5
7,172,139,4
7,3,3,0.5
7,88,104,4
7,165,162,4
7,130,116,0.5
7,91,75,0.5
7,171,167,4
7,156,164,0.5
7,117,84,0.5
7,110,120,4
7,17,138,0.5
7,43,36,4
7,144,140,4
7,112,117,4
7,31,30,0.5
7,179,137,0.5
7,43,41,4
7,177,151,0.5
7,48,43,0.5
7,102,112,4
7,87,96,0.5
7,164,157,4
7,176,162,4
7,157,74,0.5
7,8,52,0.5
7,89,75,0.5
7,116,110,4
7,13,48,0.5
7,25,40,4
7,70,114,0.5
7,13,32,4
7,28,48,0.5
7,27,56,0.5
7,42,39,4
7,56,56,4
7,138,142,4
7,82,82,0.5
7,88,79,4
7,88,87,4
7,134,133,4
7,133,143,4
7,71,48,4
7,158,129,0.5
7,44,36,4
7,81,67,0.5
7,171,147,4
7,119,120,4
7,151,148,4
7,4,148,4
7,17,35,4
7,180,16,0.5
7,132,125,4
7,162,114,4
7,85,63,0.5
7,55,59,4
7,1,150,0.5
7,122,121,4
7,138,50,0.5
7,159,140,4
7,149,158,4
7,126,112,0.5
8,58,52,0.5
8,97,113,0.5
8,17,14,4
8,21,3,4
8,25,5,0.5
8,123,134,0.5
8,90,50,0.5
8,35,43,4
8,90,41,0.5
8,27,24,4
8,10,21,4
8,154,168,0.5
8,101,88,4
8,168,173,0.5
8,126,105,0.5
8,105,96,4
8,147,179,0.5
8,159,165,0.5
8,179,172,0.5
8,1,178,4
8,156,170,0.5
8,111,129,0.5
8,179,179,4
8,95,81,4
8,87,84,0.5
8,145,132,0.5
8,42,55,4
8,90,85,4
8,163,156,4
8,104,85,0.5
8,153,161,0.5
8,133,147,4
8,106,104,4
8,45,35,0.5
8,120,124,0.5
8,16,23,0.5
8,113,108,0.5
8,119,111,0.5
8,132,117,4
8,161,166,4
8,177,4,4
8,139,155,4
8,105,132,0.5
8,168,10,4
8,105,100,4
8,4,170,0.5
8,22,176,0.5
8,156,142,4
8,88,86,4
8,153,162,0.5
8,38,28,4
8,100,103,0.5
8,114,101,0.5
8,6,179,4
8,111,97,0.5
8,66,60,4
8,9,2,4
8,89,95,4
8,35,15,0.5
8,23,29,0.5
8,37,56,4
8,27,48,4
8,35,52,0.5
8,8,13,4
8,115,106,4
8,51,70,4
8,97,93,4
8,126,133,0.5
8,90,93,0.5
8,97,80,0.5
8,81,84,4
8,23,37,4
8,89,90,0.5
8,154,152,4
8,158,168,0.5
8,49,64,0.5
8,38,31,0.5
8,102,99,0.5
8,116,106,4
8,76,47,0.5
8,38,169,0.5
8,171,10,0.5
8,15,9,4
8,20,32,0.5
8,26,37,0.5
8,30,37,0.5
8,112,109,0.5
8,104,105,0.5
8,10,177,0.5
8,168,167,0.5
8,132,134,4
8,133,107,0.5
8,12,14,4
8,155,152,0.5
8,169,155,4
8,178,14,0.5
8,155,161,0.5
8,142,150,0.5
8,93,90,4
8,32,8,0.5
8,72,74,0.5
8,25,18,0.5
8,6,4,4
8,170,177,4
8,55,55,0.5
8,54,78,0.5
8,60,55,0.5
8,85,73,0.5
8,117,130,0.5
8,5,165,0.5
8,152,152,4
8,101,103,4
8,154,156,0.5
8,63,47,0.5
8,81,84,4
8,10,6,0.5
8,32,41,4
8,120,114,4
8,60,79,4
8,162,160,4
8,22,9,0.5
8,178,1,4
8,98,88,0.5
8,128,131,4
8,180,178,4
8,52,56,4
8,75,66,4
8,84,80,4
8,138,166,0.5
8,148,155,4
8,19,18,4
8,33,37,4
8,65,56,4
8,11,14,0.5
8,94,86,4
8,61,80,0.5
8,32,51,4
8,38,41,4
8,163,155,4
8,122,113,4
8,85,92,0.5
8,165,144,0.5
8,19,14,4
8,135,152,0.5
8,133,121,4
8,102,94,4
8,34,36,4
8,108,124,0.5
8,54,43,4
8,25,26,0.5
8,39,36,0.5
8,162,153,4
8,13,11,0.5
8,44,41,4
8,10,4,0.5
8,80,84,0.5
8,3,175,0.5
8,162,165,4
8,36,29,4
8,17,20,0.5
8,56,82,0.5
8,83,158,0.5
8,19,20,4
8,180,0,4
8,60,53,4
8,54,45,0.5
8,12,18,0.5
8,54,50,4
8,9,12,4
8,91,95,4
8,138,140,0.5
8,114,141,0.5
8,17,5,0.5
8,15,0,0.5
8,140,139,0.5
8,163,150,0.5
8,97,98,4
8,20,28,4
8,149,159,0.5
8,61,64,0.5
8,53,58,4
8,135,130,0.5
8,2,1,4
8,9,175,0.5
8,121,117,4
8,109,111,4
8,95,95,4
8,132,143,4
8,128,143,0.5
8,141,140,4
8,52,68,4
8,125,136,0.5
8,101,83,0.5
8,72,63,4
8,12,10,0.5
8,141,136,4
8,61,51,4
8,110,105,0.5
8,134,114,0.5
8,19,27,4
8,24,19,0.5
8,99,101,4
8,88,93,4
8,161,161,4
8,144,155,4
8,133,142,0.5
8,10,7,4
8,14,8,4
8,16,6,0.5
8,144,138,4
8,170,165,4
8,124,122,0.5
8,24,9,0.5
8,131,111,0.5
8,20,31,4
8,22,141,0.5
8,116,104,4
8,60,54,4
8,118,128,4
8,135,150,0.5
8,105,101,4
8,134,128,0.5
8,43,66,0.5
8,133,119,0.5
8,175,138,0.5
8,157,168,4
8,16,24,4
8,66,64,4
8,67,74,0.5
8,124,133,4
8,108,109,4
8,143,133,0.5
8,67,68,4
8,38,52,0.5
8,16,5,0.5
8,139,125,4
8,38,53,0.5
8,70,61,0.5
8,100,110,4
8,42,36,0.5
8,116,108,4
8,88,78,0.5
8,28,23,0.5
8,141,143,4
8,19,17,0.5
8,53,56,4
8,43,23,0.5
8,96,101,4
8,17,11,0.5
8,73,61,4
8,19,18,4
8,21,19,4
8,142,140,4
8,53,53,4
8,109,98,4
8,174,173,4
8,78,76,4
8,126,100,0.5
8,137,131,0.5
8,78,72,4
8,118,104,4
8,20,12,0.5
8,169,177,0.5
8,34,28,4
8,48,39,0.5
8,144,164,0.5
8,88,93,4
8,139,131,0.5
8,72,69,0.5
8,50,47,4
8,7,2,4
8,122,128,4
8,78,83,4
8,82,85,4
8,110,106,0.5
8,11,178,4
8,57,50,4
8,140,144,0.5
8,126,142,0.5
8,23,25,0.5
8,24,13,4
8,17,16,0.5
8,2,2,0.5
8,77,87,0.5
8,119,109,4
8,131,110,0.5
8,96,101,4
8,20,50,0.5
8,114,112,4
8,23,34,0.5
8,25,35,0.5
8,18,26,4
8,26,19,0.5
8,31,41,0.5
8,36,12,0.5
8,58,44,0.5
8,57,39,4
8,40,151,0.5
8,46,40,4
8,161,155,4
8,127,141,0.5
8,101,104,4
8,34,32,4
8,39,38,4
8,14,25,4
8,165,155,4
8,128,103,4
8,101,101,4
8,57,71,4
8,30,28,4
8,113,92,0.5
8,178,172,0.5
8,31,22,4
8,47,42,4
8,72,69,4
8,14,0,0.5
8,124,175,0.5
8,73,79,0.5
8,177,158,0.5
8,73,76,4
8,112,123,4
8,28,25,0.5
8,69,66,0.5
8,30,32,4
8,137,126,0.5
8,157,164,4
8,64,82,0.5
8,124,117,4
8,53,56,4
8,96,82,4
8,150,149,4
8,108,92,4
8,61,56,4
8,54,45,4
8,82,102,0.5
8,77,87,4
8,65,91,0.5
8,101,99,4
8,134,176,0.5
8,77,68,0.5
8,78,28,0.5
8,23,29,0.5
8,5,176,4
8,53,23,0.5
8,58,128,0.5
8,118,135,4
8,173,170,4
8,169,159,4
8,83,76,0.5
8,44,1,0.5
8,138,128,0.5
8,137,125,0.5
8,134,126,4
8,134,134,0.5
8,20,28,4
8,123,127,4
8,84,174,0.5
8,39,26,0.5
8,18,177,0.5
8,149,145,4
8,32,37,4
8,30,51,0.5
8,120,118,0.5
8,161,150,0.5
8,93,75,0.5
8,127,117,4
8,28,33,0.5
8,172,172,0.5
8,98,88,0.5
8,123,103,4
8,7,8,4
8,146,155,4
8,135,160,4
8,22,31,4
8,95,95,0.5
8,59,60,4
8,99,95,0.5
8,72,68,4
8,75,66,4
8,33,46,4
8,46,45,4
8,4,4,4
8,167,169,4
8,118,130,0.5
8,168,171,0.5
8,30,17,0.5
8,166,3,0.5
8,144,134,4
8,104,157,0.5
8,80,77,4
8,47,52,4
8,136,134,0.5
8,42,43,0.5
8,12,21,0.5
8,139,165,0.5
8,121,131,0.5
8,129,143,4
8,116,131,0.5
8,76,74,4
8,71,79,4
8,147,161,4
8,58,60,0.5
8,147,158,4
8,143,142,0.5
8,154,152,4
8,92,87,0.5
8,115,104,4
8,172,0,0.5
8,80,85,4
8,11,14,4
8,157,3,0.5
8,114,139,0.5
8,64,82,0.5
8,180,15,0.5
8,41,28,0.5
8,118,86,0.5
8,109,106,0.5
8,70,78,4
8,26,13,0.5
8,5,13,4
8,76,65,4
8,34,48,0.5
8,131,162,0.5
8,67,21,0.5
8,152,4,0.5
8,133,161,0.5
8,103,164,4
8,32,34,4
8,173,166,4
8,48,57,4
8,167,162,4
8,41,9,0.5
8,68,84,4
8,16,13,4
8,116,101,4
8,33,17,0.5
8,9,167,0.5
8,131,135,4
8,63,67,4
8,119,111,4
8,70,80,4
8,113,100,0.5
8,4,7,4
8,164,160,4
8,145,139,4
8,135,138,4
8,147,159,0.5
8,69,63,4
8,112,118,0.5
8,104,97,4
8,96,106,4
8,50,58,0.5
8,45,62,0.5
8,82,90,0.5
8,41,43,4
8,145,136,0.5
8,178,0,4
8,6,12,4
8,97,97,0.5
8,16,5,0.5
8,145,167,0.5
8,179,177,4
8,13,8,0.5
8,170,167,4
8,4,0,0.5
8,124,169,0.5
8,142,89,0.5
8,97,84,0.5
8,160,173,4
8,162,158,0.5
8,113,100,4
8,25,42,0.5
8,40,24,0.5
8,33,39,0.5
8,8,179,0.5
8,20,12,4
8,111,114,4
8,170,175,0.5
8,64,81,0.5
8,74,3,0.5
8,178,171,0.5
8,171,174,4
8,122,125,0.5
8,178,177,4
8,139,1,0.5
8,61,53,4
8,120,176,0.5
8,44,40,0.5
8,54,46,4
8,123,140,0.5
8,96,99,4
8,75,76,0.5
8,109,123,0.5
8,136,76,0.5
8,106,101,0.5
8,100,146,0.5
8,106,103,4
8,93,103,4
8,15,9,0.5
8,130,135,4
8,180,172,0.5
8,64,70,0.5
8,175,174,4
8,63,66,4
8,160,164,4
8,82,85,4
8,75,69,0.5
8,40,48,4
8,23,0,0.5
8,56,57,4
8,131,128,4
8,141,129,4
8,125,125,4
8,2,0,0.5
8,152,155,4
8,167,160,4
8,139,148,4
8,8,5,4
8,69,59,4
8,127,118,0.5
8,132,116,0.5
8,41,32,4
8,49,62,0.5
8,122,121,4
8,86,91,4
8,113,108,0.5
8,43,56,4
8,32,62,0.5
8,150,179,0.5
8,139,136,0.5
8,169,150,0.5
8,20,11,0.5
8,33,17,0.5
8,18,17,0.5
8,89,82,4
8,35,29,0.5
8,162,165,0.5
8,18,18,0.5
8,8,95,0.5
8,101,94,4
8,140,133,4
8,57,57,4
8,33,42,4
8,62,40,0.5
8,38,45,0.5
8,92,162,0.5
8,164,173,0.5
8,114,93,0.5
8,19,5,4
8,71,46,0.5
8,10,165,0.5
8,91,125,0.5
8,78,8,0.5
8,180,177,4
8,147,169,0.5
8,88,80,4
8,162,90,4
8,25,21,0.5
8,71,83,0.5
8,167,17,0.5
8,166,178,4
8,129,8,0.5
8,112,110,4
8,62,61,4
8,169,150,4
8,23,84,0.5
8,132,112,0.5
8,117,113,4
8,150,166,4
8,72,65,0.5
8,135,135,4
8,151,136,4
8,59,59,4
8,100,104,4
8,177,2,4
8,99,83,4
8,60,75,4
8,112,113,4
8,65,75,4
8,137,153,0.5
8,75,83,4
8,89,80,4
8,126,115,4
8,176,7,4
8,59,39,4
8,151,173,4
8,134,167,0.5
8,172,8,0.5
8,6,177,0.5
8,65,47,0.5
8,120,53,0.5
8,51,53,4
8,42,48,4
8,129,112,0.5
8,113,111,4
8,107,100,4
8,119,112,4
8,9,1,4
8,63,32,0.5
8,82,79,4
8,44,164,0.5
8,129,179,0.5
8,155,167,4
8,51,47,4
8,132,94,0.5
8,25,26,4
8,151,159,4
8,25,7,0.5
8,106,102,0.5
8,66,43,0.5
8,146,154,0.5
8,91,169,0.5
8,89,83,0.5
8,158,166,4
8,64,79,4
8,81,72,4
8,174,174,4
8,8,6,0.5
8,176,179,0.5
8,35,16,4
8,121,122,4
8,106,106,0.5
8,122,119,4
8,65,68,4
8,112,97,4
8,147,150,0.5
8,4,3,4
8,16,15,4
8,176,176,4
8,118,148,0.5
8,42,33,0.5
8,73,57,4
8,22,46,0.5
8,49,67,0.5
8,47,49,4
8,60,85,0.5
8,28,21,4
8,63,58,4
8,22,5,0.5
8,160,148,4
8,17,4,4
8,168,176,0.5
8,72,65,4
8,9,155,0.5
8,62,56,4
8,133,142,4
8,144,156,0.5
8,99,78,4
8,124,118,0.5
8,161,173,0.5
8,10,10,4
8,55,55,4
8,9,5,0.5
8,36,44,4
8,130,87,0.5
8,130,140,4
8,159,147,4
8,105,86,0.5
8,13,25,0.5
8,167,156,4
8,145,168,0.5
8,52,26,0.5
8,98,123,0.5
8,178,4,0.5
8,129,155,0.5
8,152,163,0.5
8,78,86,0.5
8,85,80,4
8,101,93,0.5
8,49,65,4
8,135,108,4
8,91,77,0.5
8,117,109,0.5
8,56,100,0.5
8,25,24,0.5
8,86,105,0.5
8,66,73,4
8,142,155,0.5
8,141,140,4
8,121,128,0.5
8,25,29,4
8,4,1,0.5
8,101,89,4
8,55,68,4
8,170,172,0.5
8,177,164,0.5
8,52,42,4
8,145,149,0.5
8,162,163,4
8,108,102,4
8,160,174,0.5
8,170,157,4
8,99,95,4
8,132,104,0.5
8,104,108,4
8,5,4,0.5
8,81,76,0.5
8,117,122,0.5
8,94,94,0.5
8,68,63,0.5
8,169,175,0.5
8,150,157,0.5
8,153,67,0.5
8,68,72,4
8,107,96,4
8,158,144,0.5
8,169,161,0.5
8,121,112,4
8,38,31,0.5
8,118,130,0.5
8,13,21,4
8,74,88,4
8,121,109,0.5
8,169,173,4
8,146,160,0.5
8,88,94,4
8,137,114,4
8,76,68,4
8,175,172,4
8,178,175,0.5
8,156,161,4
8,70,60,4
8,82,82,0.5
8,45,49,0.5
8,142,144,0.5
8,159,154,4
8,165,168,0.5
8,101,100,4
8,108,92,4
8,27,29,0.5
8,162,77,0.5
8,82,90,4
8,38,57,4
8,162,151,4
8,138,127,4
8,159,163,0.5
8,52,39,0.5
8,122,131,4
8,120,126,4
8,23,38,4
8,74,79,4
8,50,48,0.5
8,130,118,4
8,52,53,4
8,162,147,4
8,149,156,4
8,71,57,0.5
8,90,83,0.5
8,126,119,4
8,151,134,4
8,110,96,0.5
8,104,119,0.5
8,59,76,4
8,83,70,0.5
8,129,129,4
8,160,163,0.5
8,130,118,4
8,4,8,4
8,122,112,4
8,79,55,0.5
8,79,79,4
8,22,25,4
8,147,150,4
8,59,71,4
8,45,67,0.5
8,62,42,0.5
8,68,62,4
8,99,72,0.5
8,102,103,0.5
8,72,83,4
8,72,68,0.5
8,93,91,0.5
8,119,104,4
8,172,170,4
8,131,124,4
8,73,69,4
8,150,159,0.5
8,25,28,4
8,11,7,4
8,16,16,4
8,30,8,0.5
8,59,55,4
8,55,13,0.5
8,3,17,4
8,98,167,0.5
8,18,13,0.5
8,27,21,4
8,114,109,0.5
8,155,104,0.5
8,176,170,4
8,103,87,0.5
8,180,2,0.5
8,100,78,4
8,93,95,0.5
8,60,89,0.5
8,78,84,4
8,89,95,4
8,13,11,0.5
8,160,161,0.5
8,12,16,4
8,79,75,0.5
8,149,152,4
8,72,46,0.5
8,111,155,0.5
8,148,159,0.5
8,160,167,4
8,168,156,4
8,35,20,0.5
8,47,38,0.5
8,162,0,0.5
8,107,120,0.5
8,91,95,4
8,111,81,0.5
8,148,126,4
8,96,84,4
8,37,49,0.5
8,82,68,0.5
8,78,75,4
8,174,176,0.5
8,112,112,4
8,126,98,0.5
9,26,35,0.5
9,155,146,0.5
9,59,40,4
9,118,127,0.5
9,114,109,4
9,179,164,4
9,38,64,4
9,152,136,4
9,85,79,4
9,84,83,4
9,8,23,4
9,122,125,4
9,112,114,4
9,24,38,4
9,175,162.5,0.5
9,28,50,0.5
9,36,49.75,4
9,111,128,0.5
9,39,48,4
9,140,127,4
9,115,132,0.5
9,96,99.5,4
9,15,36,4
9,1,175,0.5
9,164,149,4
9,41,51.75,4
9,175,157,0.5
9,135,123.25,0.5
9,79,74.25,4
9,78,81.5,4
9,23,58,0.5
9,104,111,0.5
9,38,52.5,4
9,124,127,4
9,16,158,0.5
9,98,92,4
9,69,61,4
9,112,124,4
9,118,108.25,4
9,31,63.25,0.5
9,72,81,0.5
9,92,110,0.5
9,33,57.5,4
9,61,39,0.5
9,122,122,0.5
9,115,124,4
9,35,40,4
9,66,70,4
9,167,160.75,4
9,87,87.5,0.5
9,180,166.5,0.5
9,140,158.25,0.5
9,24,40,4
9,161,120,0.5
9,83,84.25,4
9,130,138,4
9,135,125,4
9,153,121,4
9,86,81.75,4
9,131,122,0.5
9,155,143,0.5
9,175,157,0.5
9,72,86,4
9,160,144,0.5
9,24,40,4
9,81,86,0.5
9,43,44.5,4
9,144,140.5,4
9,75,72,4
9,106,95,4
9,152,133,0.5
9,152,138,0.5
9,116,122,4
9,29,43,4
9,171,170,0.5
9,65,48,0.5
9,51,62,4
9,96,92,0.5
9,89,107,0.5
9,118,98,0.5
9,142,115,0.5
9,76,39,0.5
9,112,108,0.5
9,133,128,4
9,11,26,4
9,132,130,0.5
9,94,117,4
9,15,32,4
9,19,162,0.5
9,87,105,4
9,152,112,0.5
9,98,89,0.5
9,85,89,4
9,40,44,4
9,161,156.75,4
9,130,126,4
9,111,122.25,4
9,109,130,0.5
9,15,34,0.5
9,90,77,0.5
9,63,88,0.5
9,166,106,0.5
9,166,141,4
9,95,108.25,4
9,12,28,4
9,9,21,0.5
9,168,134,0.5
9,119,131,4
9,75,91,0.5
9,58,52.5,4
9,27,43,0.5
9,154,167,0.5
9,76,79,0.5
9,101,84.75,0.5
9,118,106.25,0.5
9,62,34,0.5
9,48,61.75,4
9,74,69.75,4
9,133,114.75,4
9,156,154,0.5
9,59,62.25,0.5
9,47,47.25,0.5
9,120,119,4
9,16,32,0.5
9,34,36,4
9,82,73.75,4
9,114,116.25,4
9,28,34,4
9,98,113.75,0.5
9,47,43,0.5
9,117,102,4
9,106,113,4
9,19,9,4
9,57,58,4
9,152,169.75,0.5
9,177,174.25,0.5
9,177,178,4
9,150,149,4
9,6,162,0.5
9,24,16,0.5
9,148,134,0.5
9,114,115,4
9,171,159,4
9,44,68,0.5
9,179,178,0.5
9,133,124,4
9,13,63,4
9,45,49,4
